time,gFx,gFy,gFz,TgF
1.397096,0.0742,1.0793,-0.0826,1.085
1.401681,0.0712,1.0796,-0.0819,1.085
1.402583,0.0353,1.0932,-0.0628,1.096
1.406236,-0.0150,1.1059,-0.0513,1.107
1.406934,-0.0104,1.1042,-0.0567,1.106
1.410402,0.0209,1.1006,-0.0675,1.103
1.412492,0.0028,1.1206,-0.0748,1.123
1.416417,-0.0649,1.1477,-0.0701,1.152
1.417823,0.0319,1.1025,-0.0672,1.105
1.421375,0.0590,1.1003,-0.0838,1.105
1.423080,0.0656,1.1086,-0.0848,1.114
1.425615,0.1303,1.0654,-0.0816,1.076
1.427759,0.1804,1.0236,-0.0865,1.043
1.430221,0.1597,1.0258,-0.0941,1.042
1.433069,0.1457,1.0246,-0.1021,1.040
1.434916,0.1374,1.0160,-0.1087,1.031
1.438662,0.0964,1.0165,-0.1004,1.026
1.442991,0.0712,1.0285,-0.0977,1.036
1.443851,0.0873,1.0160,-0.0970,1.024
1.444630,0.0759,1.0275,-0.0926,1.034
1.447773,0.0568,1.0434,-0.0926,1.049
1.450345,0.0910,1.0305,-0.0885,1.038
1.452608,0.1152,1.0141,-0.0821,1.024
1.455937,0.1052,1.0107,-0.0775,1.019
1.458512,0.1086,1.0099,-0.0748,1.019
1.461027,0.0991,1.0036,-0.0706,1.011
1.463306,0.0588,1.0046,-0.0689,1.009
1.464978,0.0299,1.0124,-0.0731,1.015
1.468114,0.0370,1.0119,-0.0804,1.016
1.470728,0.0402,1.0082,-0.0904,1.013
1.478887,0.0502,1.0007,-0.0934,1.006
1.479889,0.0546,0.9960,-0.1024,1.003
1.480501,0.0309,1.0104,-0.0960,1.015
1.481063,-0.0021,1.0346,-0.0877,1.038
1.485939,-0.0211,1.0625,-0.0728,1.065
1.486529,-0.0394,1.0859,-0.0589,1.088
1.496915,-0.0482,1.0945,-0.0606,1.097
1.497659,-0.0341,1.0920,-0.0604,1.094
1.498162,-0.0035,1.0898,-0.0577,1.091
1.498637,0.0131,1.0928,-0.0582,1.094
1.499109,0.0209,1.1074,-0.0513,1.109
1.500683,0.0417,1.1062,-0.0372,1.108
1.506986,0.0629,1.1089,-0.0210,1.111
1.508094,0.0688,1.1250,-0.0249,1.127
1.509887,0.0668,1.1458,-0.0232,1.148
1.510767,0.0746,1.1675,-0.0286,1.170
1.516276,0.0610,1.1971,-0.0193,1.199
1.517385,0.0294,1.2562,-0.0137,1.257
1.518361,0.0380,1.2982,-0.0176,1.299
1.522394,0.0487,1.3090,-0.0411,1.311
1.524895,0.0751,1.2980,-0.0440,1.301
1.525786,0.1330,1.2506,-0.0435,1.258
1.528905,0.1694,1.2112,-0.0425,1.224
1.530169,0.1643,1.1951,-0.0411,1.207
1.533364,0.1484,1.1844,-0.0396,1.194
1.535383,0.1387,1.1717,-0.0323,1.180
1.539080,0.1267,1.1480,-0.0227,1.155
1.540874,0.1145,1.1255,-0.0293,1.132
1.543733,0.0979,1.1174,-0.0291,1.122
1.546134,0.0851,1.1106,-0.0259,1.114
1.548362,0.0778,1.1062,-0.0245,1.109
1.550657,0.0778,1.0998,-0.0330,1.103
1.553235,0.0847,1.0913,-0.0330,1.095
1.556436,0.0871,1.0798,-0.0323,1.084
1.559544,0.0859,1.0715,-0.0337,1.075
1.560274,0.0790,1.0632,-0.0350,1.067
1.563138,0.0820,1.0612,-0.0369,1.065
1.565885,0.0759,1.0654,-0.0396,1.069
1.569082,0.0707,1.0622,-0.0406,1.065
1.570480,0.0768,1.0542,-0.0433,1.058
1.574028,0.0808,1.0512,-0.0428,1.055
1.575619,0.0678,1.0532,-0.0438,1.056
1.577982,0.0632,1.0532,-0.0499,1.056
1.581439,0.0756,1.0454,-0.0511,1.049
1.583273,0.0895,1.0341,-0.0526,1.039
1.586279,0.0847,1.0273,-0.0552,1.032
1.602668,0.0781,1.0275,-0.0562,1.032
1.603969,0.0702,1.0263,-0.0562,1.030
1.604857,0.0558,1.0241,-0.0560,1.027
1.605602,0.0387,1.0319,-0.0587,1.034
1.606274,0.0360,1.0302,-0.0560,1.032
1.606910,0.0370,1.0327,-0.0557,1.035
1.607617,0.0380,1.0378,-0.0591,1.040
1.608453,0.0397,1.0410,-0.0643,1.044
1.610448,0.0390,1.0417,-0.0616,1.044
1.611790,0.0358,1.0444,-0.0577,1.047
1.612961,0.0248,1.0507,-0.0682,1.053
1.623528,0.0194,1.0561,-0.0682,1.058
1.624534,0.0177,1.0637,-0.0665,1.066
1.626259,0.0236,1.0615,-0.0675,1.064
1.627417,0.0226,1.0622,-0.0596,1.064
1.628195,0.0194,1.0686,-0.0577,1.070
1.630066,0.0265,1.0695,-0.0618,1.072
1.631075,0.0363,1.0688,-0.0606,1.071
1.633082,0.0353,1.0705,-0.0645,1.073
1.641027,0.0338,1.0749,-0.0618,1.077
1.642529,0.0363,1.0735,-0.0594,1.076
1.643379,0.0426,1.0703,-0.0618,1.073
1.644201,0.0441,1.0693,-0.0628,1.072
1.651135,0.0448,1.0737,-0.0653,1.077
1.652022,0.0512,1.0727,-0.0662,1.076
1.652575,0.0595,1.0681,-0.0618,1.072
1.654198,0.0590,1.0761,-0.0628,1.080
1.657564,0.0588,1.0776,-0.0613,1.081
1.659548,0.0661,1.0815,-0.0618,1.085
1.660688,0.0678,1.0854,-0.0596,1.089
1.663414,0.0727,1.0864,-0.0560,1.090
1.666414,0.0808,1.0920,-0.0508,1.096
1.668774,0.0883,1.0903,-0.0494,1.095
1.672593,0.0993,1.0932,-0.0472,1.099
1.674525,0.1130,1.1016,-0.0428,1.108
1.676868,0.1189,1.1006,-0.0303,1.107
1.678563,0.1091,1.0972,-0.0318,1.103
1.682384,0.1147,1.0989,-0.0254,1.105
1.683634,0.1159,1.1067,-0.0254,1.113
1.687542,0.1208,1.1106,-0.0242,1.117
1.690375,0.1101,1.1067,-0.0223,1.112
1.691327,0.1018,1.1077,-0.0108,1.112
1.693998,0.1201,1.0994,-0.0162,1.106
1.696459,0.1113,1.0972,-0.0193,1.103
1.699858,0.0776,1.1008,-0.0186,1.104
1.700965,0.0632,1.0991,-0.0245,1.101
1.704282,0.0702,1.0925,-0.0386,1.095
1.706850,0.0661,1.0842,-0.0462,1.087
1.708833,0.0739,1.0808,-0.0457,1.084
1.711809,0.0580,1.0747,-0.0472,1.077
1.713539,0.0409,1.0710,-0.0533,1.073
1.717263,0.0375,1.0620,-0.0577,1.064
1.720267,0.0324,1.0603,-0.0552,1.062
1.720722,0.0290,1.0590,-0.0557,1.061
1.727821,0.0277,1.0534,-0.0518,1.055
1.728638,0.0238,1.0554,-0.0418,1.056
1.729234,0.0192,1.0615,-0.0457,1.063
1.732919,0.0185,1.0620,-0.0486,1.063
1.738446,0.0170,1.0586,-0.0433,1.060
1.738893,0.0136,1.0598,-0.0425,1.061
1.747930,0.0097,1.0571,-0.0369,1.058
1.748542,0.0038,1.0568,-0.0357,1.057
1.748975,-0.0040,1.0634,-0.0396,1.064
1.749397,0.0084,1.0659,-0.0342,1.066
1.749799,0.0287,1.0581,-0.0350,1.059
1.751616,0.0382,1.0598,-0.0398,1.061
1.757680,0.0368,1.0683,-0.0442,1.070
1.758427,0.0321,1.0744,-0.0416,1.076
1.758943,0.0368,1.0774,-0.0398,1.079
1.762266,0.0429,1.0820,-0.0420,1.084
1.764214,0.0485,1.0884,-0.0511,1.091
1.766641,0.0593,1.0893,-0.0518,1.092
1.769026,0.0600,1.0959,-0.0594,1.099
1.772694,0.0593,1.0967,-0.0616,1.100
1.774509,0.0607,1.0986,-0.0682,1.102
1.776951,0.0654,1.1077,-0.0731,1.112
1.778974,0.0676,1.1121,-0.0719,1.116
1.781648,0.0710,1.1138,-0.0738,1.118
1.784091,0.0710,1.1155,-0.0745,1.120
1.786992,0.0639,1.1196,-0.0758,1.124
1.790154,0.0651,1.1213,-0.0816,1.126
1.794817,0.0683,1.1150,-0.0811,1.120
1.795413,0.0729,1.1108,-0.0811,1.116
1.796996,0.0734,1.1145,-0.0843,1.120
1.800458,0.0717,1.1121,-0.0865,1.118
1.802277,0.0715,1.1101,-0.0875,1.116
1.806942,0.0685,1.1099,-0.0848,1.115
1.808753,0.0602,1.1006,-0.0907,1.106
1.809651,0.0663,1.1011,-0.0890,1.107
1.813723,0.0624,1.1033,-0.0836,1.108
1.814506,0.0634,1.1035,-0.0814,1.108
1.820631,0.0693,1.0937,-0.0885,1.099
1.821307,0.0720,1.0876,-0.0921,1.094
1.831431,0.0658,1.0847,-0.0882,1.090
1.832269,0.0727,1.0815,-0.0890,1.088
1.832902,0.0707,1.0744,-0.0929,1.081
1.833428,0.0722,1.0693,-0.0877,1.075
1.838446,0.0773,1.0576,-0.0833,1.064
1.838900,0.0756,1.0461,-0.0785,1.052
1.839288,0.0680,1.0415,-0.0758,1.046
1.850221,0.0629,1.0371,-0.0750,1.042
1.850849,0.0585,1.0334,-0.0701,1.037
1.851369,0.0597,1.0305,-0.0714,1.035
1.851793,0.0715,1.0278,-0.0704,1.033
1.852188,0.0700,1.0246,-0.0738,1.030
1.852576,0.0676,1.0231,-0.0745,1.028
1.856390,0.0837,1.0173,-0.0733,1.023
1.857841,0.1054,1.0085,-0.0736,1.017
1.861427,0.1157,1.0060,-0.0782,1.016
1.862215,0.1130,1.0099,-0.0748,1.019
1.866237,0.1115,1.0158,-0.0665,1.024
1.866823,0.1262,1.0231,-0.0638,1.033
1.869563,0.1333,1.0295,-0.0582,1.040
1.873388,0.1406,1.0336,-0.0567,1.045
1.875538,0.1321,1.0397,-0.0570,1.050
1.877914,0.1181,1.0436,-0.0606,1.052
1.879844,0.1052,1.0554,-0.0618,1.062
1.882006,0.1066,1.0568,-0.0587,1.064
1.884704,0.1088,1.0586,-0.0604,1.066
1.889743,0.1128,1.0669,-0.0587,1.074
1.891509,0.1120,1.0776,-0.0604,1.085
1.892364,0.1052,1.0874,-0.0562,1.094
1.895660,0.0944,1.0925,-0.0570,1.098
1.896707,0.0754,1.1040,-0.0538,1.108
1.901131,0.0534,1.1162,-0.0555,1.119
1.907859,0.0453,1.1243,-0.0477,1.126
1.908500,0.0549,1.1250,-0.0469,1.127
1.918777,0.0483,1.1345,-0.0489,1.137
1.919477,0.0324,1.1343,-0.0494,1.136
1.920188,0.0280,1.1384,-0.0535,1.140
1.920958,0.0292,1.1414,-0.0577,1.143
1.921674,0.0373,1.1326,-0.0604,1.135
1.922452,0.0270,1.1284,-0.0594,1.130
1.931083,0.0331,1.1101,-0.0570,1.112
1.931885,0.0412,1.0994,-0.0545,1.101
1.932509,0.0170,1.1072,-0.0538,1.109
1.933170,0.0053,1.1191,-0.0528,1.120
1.933903,0.0128,1.1235,-0.0526,1.125
1.934874,0.0055,1.1245,-0.0494,1.126
1.946599,0.0097,1.1318,-0.0526,1.133
1.947432,0.0153,1.1292,-0.0526,1.130
1.947986,0.0062,1.1323,-0.0535,1.134
1.948538,0.0009,1.1360,-0.0579,1.137
1.949007,0.0094,1.1345,-0.0587,1.136
1.950925,0.0123,1.1277,-0.0635,1.130
1.952916,0.0185,1.1228,-0.0692,1.125
1.958463,0.0255,1.1174,-0.0684,1.120
1.959113,0.0351,1.1121,-0.0675,1.115
1.960341,0.0402,1.0964,-0.0709,1.099
1.962963,0.0505,1.0879,-0.0640,1.091
1.966001,0.0556,1.0840,-0.0670,1.087
1.968445,0.0595,1.0796,-0.0723,1.084
1.973162,0.0561,1.0742,-0.0719,1.078
1.973525,0.0573,1.0754,-0.0731,1.079
1.975969,0.0705,1.0578,-0.0738,1.063
1.978025,0.0629,1.0608,-0.0806,1.066
1.980556,0.0534,1.0686,-0.0907,1.074
1.982735,0.0624,1.0612,-0.0919,1.067
1.985208,0.0622,1.0598,-0.0907,1.065
1.989140,0.0610,1.0571,-0.0897,1.063
1.990752,0.0727,1.0493,-0.0916,1.056
1.993162,0.0781,1.0456,-0.0953,1.053
1.995638,0.0793,1.0549,-0.0921,1.062
1.998156,0.0727,1.0605,-0.0953,1.067
2.000282,0.0707,1.0573,-0.0970,1.064
2.003491,0.0768,1.0610,-0.0985,1.068
2.005870,0.0751,1.0615,-0.0997,1.069
2.008091,0.0798,1.0647,-0.1019,1.072
2.011513,0.0834,1.0617,-0.1017,1.070
2.013130,0.0761,1.0630,-0.1065,1.071
2.015070,0.0720,1.0673,-0.1048,1.075
2.017496,0.0695,1.0681,-0.1029,1.075
2.019969,0.0737,1.0737,-0.1046,1.081
2.023965,0.0739,1.0774,-0.1024,1.085
2.026725,0.0705,1.0783,-0.1041,1.086
2.028715,0.0717,1.0840,-0.1041,1.091
2.030376,0.0654,1.0888,-0.1058,1.096
2.032939,0.0654,1.0957,-0.1026,1.102
2.035605,0.0658,1.1033,-0.1065,1.110
2.039563,0.0649,1.1050,-0.1068,1.112
2.041161,0.0605,1.1089,-0.1026,1.115
2.045209,0.0595,1.1077,-0.1048,1.114
2.045960,0.0534,1.1125,-0.1078,1.119
2.048597,0.0492,1.1145,-0.1058,1.121
2.050925,0.0434,1.1157,-0.0973,1.121
2.053462,0.0409,1.1160,-0.0968,1.121
2.059962,0.0375,1.1199,-0.0941,1.124
2.060557,0.0321,1.1194,-0.0963,1.124
2.061067,0.0294,1.1204,-0.0904,1.124
2.064185,0.0294,1.1201,-0.0865,1.124
2.066679,0.0270,1.1160,-0.0880,1.120
2.069138,0.0241,1.1150,-0.0828,1.118
2.078823,0.0272,1.1103,-0.0799,1.114
2.079613,0.0272,1.1091,-0.0831,1.113
2.080328,0.0285,1.1037,-0.0860,1.107
2.081456,0.0312,1.0981,-0.0804,1.102
2.081987,0.0343,1.0923,-0.0785,1.096
2.084527,0.0356,1.0871,-0.0792,1.091
2.085111,0.0392,1.0832,-0.0792,1.087
2.090212,0.0431,1.0813,-0.0745,1.085
2.090822,0.0458,1.0788,-0.0745,1.082
2.094880,0.0487,1.0827,-0.0755,1.086
2.095532,0.0468,1.0786,-0.0758,1.082
2.099187,0.0475,1.0757,-0.0687,1.079
2.101211,0.0531,1.0761,-0.0645,1.079
2.103790,0.0541,1.0727,-0.0670,1.076
2.107427,0.0561,1.0747,-0.0648,1.078
2.108938,0.0615,1.0742,-0.0587,1.078
2.112088,0.0605,1.0759,-0.0555,1.079
2.113918,0.0605,1.0818,-0.0526,1.085
2.116154,0.0607,1.0810,-0.0491,1.084
2.118398,0.0632,1.0747,-0.0440,1.077
2.121231,0.0619,1.0801,-0.0411,1.083
2.127366,0.0654,1.0810,-0.0420,1.084
2.128504,0.0656,1.0842,-0.0350,1.087
2.129640,0.0661,1.0808,-0.0330,1.083
2.134871,0.0605,1.0820,-0.0398,1.084
2.135414,0.0658,1.0844,-0.0313,1.087
2.136795,0.0649,1.0808,-0.0337,1.083
2.144041,0.0610,1.0815,-0.0408,1.084
2.145199,0.0597,1.0832,-0.0391,1.086
2.146431,0.0668,1.0815,-0.0381,1.084
2.146999,0.0624,1.0769,-0.0374,1.079
2.149470,0.0597,1.0766,-0.0464,1.079
2.151146,0.0617,1.0796,-0.0501,1.082
2.154030,0.0646,1.0764,-0.0504,1.080
2.160467,0.0634,1.0737,-0.0452,1.077
2.161415,0.0646,1.0771,-0.0511,1.080
2.161946,0.0700,1.0786,-0.0543,1.082
2.163826,0.0788,1.0752,-0.0508,1.079
2.166669,0.0812,1.0725,-0.0567,1.077
2.168798,0.0844,1.0779,-0.0570,1.083
2.175267,0.0761,1.0803,-0.0565,1.084
2.176534,0.0749,1.0771,-0.0570,1.081
2.177527,0.0844,1.0759,-0.0604,1.081
2.178448,0.0832,1.0781,-0.0548,1.083
2.181757,0.0881,1.0793,-0.0555,1.084
2.184679,0.0871,1.0820,-0.0611,1.087
2.187191,0.0866,1.0818,-0.0616,1.087
2.190024,0.0871,1.0830,-0.0623,1.088
2.192482,0.0900,1.0881,-0.0694,1.094
2.195435,0.0905,1.0896,-0.0667,1.095
2.196184,0.0859,1.0898,-0.0726,1.096
2.200983,0.0873,1.0903,-0.0785,1.097
2.201891,0.0873,1.0959,-0.0772,1.102
2.204154,0.0854,1.0920,-0.0826,1.098
2.210801,0.0808,1.0962,-0.0826,1.102
2.212000,0.0788,1.0945,-0.0814,1.100
2.212695,0.0754,1.0994,-0.0824,1.105
2.216821,0.0768,1.0979,-0.0824,1.104
2.217386,0.0761,1.1025,-0.0826,1.108
2.219230,0.0693,1.1035,-0.0882,1.109
2.229332,0.0680,1.0994,-0.0865,1.105
2.230627,0.0668,1.0940,-0.0799,1.099
2.231338,0.0610,1.0932,-0.0797,1.098
2.231884,0.0629,1.0972,-0.0860,1.102
2.232347,0.0632,1.0974,-0.0794,1.102
2.235082,0.0612,1.0952,-0.0797,1.100
2.237204,0.0622,1.0930,-0.0731,1.097
2.240146,0.0627,1.0871,-0.0772,1.092
2.242485,0.0575,1.0852,-0.0758,1.089
2.245296,0.0656,1.0805,-0.0787,1.085
2.246893,0.0678,1.0761,-0.0745,1.081
2.249279,0.0607,1.0688,-0.0765,1.073
2.252328,0.0580,1.0691,-0.0731,1.073
2.254783,0.0534,1.0727,-0.0670,1.076
2.258708,0.0470,1.0781,-0.0584,1.081
2.261282,0.0473,1.0813,-0.0567,1.084
2.264702,0.0539,1.0827,-0.0557,1.086
2.265319,0.0563,1.0837,-0.0560,1.087
2.267021,0.0546,1.0820,-0.0530,1.085
2.270038,0.0588,1.0769,-0.0535,1.080
2.274141,0.0541,1.0788,-0.0526,1.081
2.275038,0.0490,1.0798,-0.0511,1.082
2.278207,0.0495,1.0840,-0.0482,1.086
2.279878,0.0512,1.0881,-0.0440,1.090
2.281790,0.0553,1.0847,-0.0504,1.087
2.284237,0.0509,1.0881,-0.0457,1.090
2.288079,0.0485,1.0945,-0.0425,1.096
2.297242,0.0527,1.0930,-0.0450,1.095
2.298058,0.0485,1.0888,-0.0420,1.091
2.299047,0.0502,1.0893,-0.0418,1.091
2.299814,0.0539,1.0923,-0.0440,1.094
2.300495,0.0607,1.0815,-0.0435,1.084
2.303090,0.0605,1.0788,-0.0482,1.082
2.313626,0.0561,1.0761,-0.0460,1.079
2.315075,0.0563,1.0832,-0.0428,1.086
2.316506,0.0475,1.0869,-0.0435,1.089
2.317561,0.0480,1.0903,-0.0401,1.092
2.318366,0.0456,1.0906,-0.0477,1.093
2.318992,0.0483,1.0903,-0.0484,1.092
2.319510,0.0566,1.0827,-0.0484,1.085
2.323308,0.0624,1.0776,-0.0552,1.081
2.325042,0.0712,1.0700,-0.0591,1.074
2.327601,0.0685,1.0642,-0.0640,1.068
2.329521,0.0629,1.0725,-0.0577,1.076
2.331859,0.0505,1.0849,-0.0550,1.088
2.334673,0.0502,1.0876,-0.0628,1.091
2.339092,0.0556,1.0908,-0.0640,1.094
2.342038,0.0561,1.0918,-0.0689,1.095
2.343121,0.0588,1.0923,-0.0706,1.096
2.349346,0.0619,1.0830,-0.0723,1.087
2.350258,0.0656,1.0813,-0.0733,1.086
2.350921,0.0722,1.0801,-0.0816,1.086
2.352887,0.0654,1.0776,-0.0853,1.083
2.356720,0.0688,1.0759,-0.0809,1.081
2.358374,0.0680,1.0776,-0.0772,1.083
2.361038,0.0634,1.0747,-0.0728,1.079
2.363701,0.0622,1.0764,-0.0753,1.081
2.364297,0.0639,1.0703,-0.0767,1.075
2.367286,0.0666,1.0737,-0.0716,1.078
2.369587,0.0656,1.0691,-0.0714,1.073
2.373284,0.0644,1.0678,-0.0701,1.072
2.378583,0.0702,1.0722,-0.0716,1.077
2.379163,0.0685,1.0693,-0.0726,1.074
2.379693,0.0678,1.0678,-0.0667,1.072
2.383695,0.0729,1.0693,-0.0606,1.073
2.384173,0.0715,1.0698,-0.0591,1.074
2.388747,0.0720,1.0691,-0.0587,1.073
2.391780,0.0700,1.0656,-0.0530,1.069
2.392760,0.0707,1.0654,-0.0513,1.069
2.396388,0.0688,1.0669,-0.0496,1.070
2.397782,0.0668,1.0642,-0.0513,1.068
2.400622,0.0654,1.0656,-0.0508,1.069
2.402845,0.0685,1.0654,-0.0452,1.069
2.407000,0.0690,1.0700,-0.0462,1.073
2.413739,0.0651,1.0681,-0.0491,1.071
2.414304,0.0632,1.0647,-0.0523,1.068
2.414930,0.0637,1.0703,-0.0479,1.073
2.415445,0.0629,1.0727,-0.0499,1.076
2.418229,0.0610,1.0713,-0.0462,1.074
2.421145,0.0602,1.0700,-0.0447,1.073
2.437651,0.0607,1.0708,-0.0508,1.074
2.438726,0.0600,1.0735,-0.0479,1.076
2.439426,0.0597,1.0757,-0.0455,1.078
2.440080,0.0651,1.0727,-0.0508,1.076
2.440650,0.0637,1.0757,-0.0499,1.079
2.441187,0.0676,1.0742,-0.0562,1.078
2.441725,0.0707,1.0771,-0.0552,1.081
2.442332,0.0666,1.0813,-0.0540,1.085
2.443317,0.0678,1.0749,-0.0555,1.078
2.446126,0.0695,1.0737,-0.0574,1.077
2.449298,0.0739,1.0791,-0.0582,1.083
2.454730,0.0771,1.0764,-0.0570,1.081
2.455626,0.0742,1.0818,-0.0577,1.086
2.456422,0.0776,1.0815,-0.0577,1.086
2.462097,0.0793,1.0771,-0.0589,1.082
2.463060,0.0800,1.0791,-0.0577,1.084
2.463567,0.0790,1.0788,-0.0572,1.083
2.466518,0.0810,1.0810,-0.0587,1.086
2.467245,0.0778,1.0837,-0.0594,1.088
2.470488,0.0832,1.0803,-0.0594,1.085
2.481804,0.0832,1.0820,-0.0596,1.087
2.482620,0.0825,1.0830,-0.0616,1.088
2.483209,0.0844,1.0849,-0.0631,1.090
2.483712,0.0864,1.0862,-0.0655,1.092
2.484201,0.0878,1.0857,-0.0650,1.091
2.486375,0.0847,1.0813,-0.0655,1.087
2.489237,0.0847,1.0808,-0.0645,1.086
2.492976,0.0869,1.0854,-0.0672,1.091
2.493723,0.0866,1.0835,-0.0682,1.089
2.496460,0.0905,1.0849,-0.0711,1.091
2.498755,0.0900,1.0852,-0.0709,1.091
2.502051,0.0842,1.0827,-0.0728,1.088
2.504137,0.0866,1.0835,-0.0728,1.089
2.507322,0.0866,1.0844,-0.0692,1.090
2.508528,0.0861,1.0832,-0.0701,1.089
2.511257,0.0808,1.0830,-0.0741,1.089
2.513629,0.0795,1.0879,-0.0726,1.093
2.515976,0.0788,1.0886,-0.0689,1.094
2.518902,0.0854,1.0859,-0.0748,1.092
2.521111,0.0847,1.0852,-0.0738,1.091
2.525273,0.0847,1.0881,-0.0694,1.094
2.526118,0.0847,1.0847,-0.0714,1.090
2.528596,0.0827,1.0840,-0.0706,1.089
2.531202,0.0881,1.0859,-0.0770,1.092
2.533810,0.0844,1.0896,-0.0767,1.096
2.535673,0.0913,1.0864,-0.0811,1.093
2.547626,0.0888,1.0901,-0.0841,1.097
2.548684,0.0856,1.0896,-0.0833,1.096
2.549356,0.0866,1.0884,-0.0863,1.095
2.550054,0.0881,1.0913,-0.0809,1.098
2.550767,0.0859,1.0920,-0.0872,1.099
2.552109,0.0866,1.0915,-0.0863,1.098
2.558059,0.0856,1.0903,-0.0853,1.097
2.560124,0.0812,1.0918,-0.0797,1.098
2.560875,0.0751,1.0942,-0.0826,1.100
2.561389,0.0795,1.0942,-0.0792,1.100
2.567779,0.0771,1.0947,-0.0772,1.100
2.571686,0.0715,1.0920,-0.0811,1.097
2.572680,0.0676,1.0964,-0.0806,1.101
2.573357,0.0702,1.0976,-0.0780,1.103
2.573883,0.0751,1.0994,-0.0775,1.105
2.583906,0.0707,1.1008,-0.0775,1.106
2.585641,0.0693,1.1028,-0.0750,1.107
2.587211,0.0668,1.1030,-0.0794,1.108
2.588430,0.0676,1.1006,-0.0804,1.106
2.589076,0.0707,1.0989,-0.0733,1.104
2.589599,0.0695,1.1003,-0.0731,1.105
2.597096,0.0671,1.0984,-0.0758,1.103
2.597937,0.0624,1.0981,-0.0701,1.102
2.599263,0.0629,1.0967,-0.0728,1.101
2.599837,0.0617,1.0937,-0.0738,1.098
2.601457,0.0619,1.0913,-0.0748,1.096
2.605580,0.0561,1.0915,-0.0689,1.095
2.611150,0.0588,1.0835,-0.0675,1.087
2.611903,0.0524,1.0842,-0.0675,1.088
2.612662,0.0524,1.0849,-0.0628,1.088
2.613260,0.0519,1.0737,-0.0626,1.077
2.619534,0.0522,1.0742,-0.0582,1.077
2.620503,0.0497,1.0769,-0.0596,1.080
2.623562,0.0541,1.0742,-0.0582,1.077
2.627028,0.0602,1.0713,-0.0574,1.074
2.627975,0.0553,1.0710,-0.0565,1.074
2.628809,0.0561,1.0625,-0.0530,1.065
2.632725,0.0585,1.0617,-0.0516,1.065
2.636251,0.0615,1.0634,-0.0477,1.066
2.637032,0.0588,1.0593,-0.0457,1.062
2.642141,0.0641,1.0551,-0.0423,1.058
2.642972,0.0668,1.0510,-0.0396,1.054
2.645040,0.0651,1.0510,-0.0386,1.054
2.646913,0.0700,1.0488,-0.0386,1.052
2.648591,0.0671,1.0468,-0.0391,1.050
2.652268,0.0673,1.0495,-0.0423,1.053
2.653844,0.0663,1.0424,-0.0367,1.045
2.657939,0.0678,1.0417,-0.0369,1.045
2.658651,0.0698,1.0473,-0.0359,1.050
2.661691,0.0663,1.0412,-0.0350,1.044
2.663773,0.0668,1.0395,-0.0340,1.042
2.666777,0.0668,1.0390,-0.0330,1.042
2.668954,0.0683,1.0405,-0.0298,1.043
2.677628,0.0666,1.0393,-0.0252,1.042
2.678461,0.0685,1.0432,-0.0181,1.046
2.679253,0.0712,1.0424,-0.0193,1.045
2.679769,0.0688,1.0458,-0.0140,1.048
2.683054,0.0710,1.0473,-0.0149,1.050
2.685397,0.0705,1.0490,-0.0179,1.052
2.691852,0.0702,1.0532,-0.0152,1.056
2.693117,0.0764,1.0586,-0.0144,1.061
2.693913,0.0795,1.0622,-0.0166,1.065
2.694747,0.0810,1.0649,-0.0157,1.068
2.698095,0.0820,1.0686,-0.0201,1.072
2.700171,0.0815,1.0739,-0.0193,1.077
2.701659,0.0844,1.0771,-0.0276,1.081
2.707042,0.0839,1.0786,-0.0318,1.082
2.707805,0.0851,1.0827,-0.0328,1.087
2.710049,0.0847,1.0864,-0.0379,1.090
2.713324,0.0895,1.0857,-0.0455,1.090
2.714148,0.0891,1.0866,-0.0504,1.091
2.717235,0.0910,1.0913,-0.0511,1.096
2.719544,0.0947,1.0896,-0.0545,1.095
2.722884,0.0976,1.0906,-0.0631,1.097
2.727128,0.0964,1.0940,-0.0638,1.100
2.728532,0.0976,1.0937,-0.0640,1.100
2.730981,0.1049,1.0896,-0.0677,1.097
2.731923,0.1040,1.0930,-0.0709,1.100
2.735203,0.1010,1.0896,-0.0706,1.097
2.738257,0.1066,1.0910,-0.0760,1.099
2.742400,0.1125,1.0893,-0.0833,1.098
2.743093,0.1174,1.0930,-0.0902,1.103
2.745244,0.1145,1.0918,-0.0904,1.101
2.747256,0.1154,1.0908,-0.0885,1.100
2.749567,0.1213,1.0932,-0.0931,1.104
2.752234,0.1230,1.0935,-0.0929,1.104
2.755889,0.1216,1.0964,-0.0931,1.107
2.759635,0.1208,1.0928,-0.0990,1.104
2.760393,0.1242,1.0981,-0.0929,1.109
2.763655,0.1264,1.0952,-0.0938,1.106
2.764422,0.1259,1.0935,-0.0953,1.105
2.767981,0.1240,1.0945,-0.0963,1.106
2.770260,0.1230,1.0974,-0.0965,1.108
2.773518,0.1242,1.0942,-0.0921,1.105
2.776722,0.1225,1.0930,-0.0956,1.104
2.777423,0.1240,1.0923,-0.0929,1.103
2.779947,0.1203,1.0908,-0.0904,1.101
2.782551,0.1186,1.0908,-0.0811,1.100
2.785200,0.1176,1.0876,-0.0860,1.097
2.789198,0.1132,1.0842,-0.0887,1.094
2.794960,0.1142,1.0871,-0.0850,1.096
2.795517,0.1110,1.0818,-0.0828,1.091
2.795999,0.1132,1.0832,-0.0860,1.093
2.797488,0.1110,1.0808,-0.0855,1.090
